Table S1. List of candidate imprinted genes identified in this study for Arabidopsis. Genes are sorted with decreasing probability of being imprinted in Gehring, Hsieh, and Pignatta datasets. Wolff is listed as additional information.																												
	Gehring						Hsieh						Pignatta						Combined (Gehring, Hsieh, Pignatta)				Wolff					
AT1G75950	-0.01	0.961418618	0.993509801	PEG	0.01	10978.5	0.28	0.63605598	0.959165608	MEG	7.38	5146	0.04	0.947086462	1	MEG	0.18	7742	0.531454254	7955.5	AT1G75950.1	S phase kinase-associated protein 1	0.46	0.014912379	0.030818916	MEG	17.52	6690
AT5G57410	-0.08	0.737538038	0.942184903	PEG	0.64	8876.5	-0.02	0.928592789	0.994850852	PEG	0.05	7253	-0.14	0.697046727	1	PEG	1.83	7742	0.805634175	7957.2	AT5G57410.1	Afadin/alpha-actinin-binding protein	-0.80	0.376887273	0.458983832	PEG	38.86	11353
AT4G00355	0.07	0.733761235	0.941521911	MEG	0.47	8839	0.03	0.931013931	0.995237249	MEG	0.07	7292	0.11	0.768049176	1	MEG	1.26	7742	0.487667443	7957.7	AT4G00355.1		1.99	7.50E-07	3.59E-06	MEG	79.78	2888
AT3G08530	-0.05	0.81877015	0.96640657	PEG	0.29	9609	-0.04	0.826182291	0.985384449	PEG	0.18	6530.5	-0.02	0.958794996	1	PEG	0.04	7742	0.753987291	7960.5	NA	NA	0.93	2.81E-05	0.000105733	MEG	46.49	3679
AT1G44800	-0.08	0.780924171	0.954357452	PEG	0.67	9269.5	-0.08	0.885237145	0.991972801	PEG	0.65	6870.5	-0.45	0.458313217	1	PEG	16.96	7742	0.847843948	7960.7	AT1G44800.1	nodulin MtN21 /EamA-like transporter family protein	6.30	5.37E-50	2.31E-48	MEG	97.54	322
AT3G28970	0.08	0.782056734	0.954357452	MEG	0.69	9269.5	0.03	0.88525506	0.991972801	MEG	0.10	6870.5	-0.32	0.446802339	1	PEG	9.47	7742	0.67482688	7960.7	NA	NA	NA	NA	NA	NA	NA	6913
AT1G72050	0.02	0.937009673	0.989894824	MEG	0.03	10737	-0.10	0.667044893	0.96288166	PEG	0.98	5410	-0.01	0.982686747	1	PEG	0.02	7742	0.719903823	7963.0	AT1G72050.1	transcription factor IIIA	0.71	0.165261665	0.236999043	MEG	33.50	9641
AT2G41020	0.17	0.724992222	0.938803909	MEG	2.92	8754.5	0.02	0.946400612	0.996827551	MEG	0.06	7397	-0.47	0.512532696	1	PEG	18.22	7742	0.660697804	7964.5	NA	NA	0.64	0.497262989	0.577550243	MEG	28.96	11904
AT4G29760	-0.26	0.714154369	0.935946766	PEG	6.30	8650.5	0.06	0.956944049	0.997141806	MEG	0.41	7505.5	-0.89	0.48698745	1	PEG	44.46	7742	0.819330182	7966.0	AT4G29760.1		3.21	0.000353964	0.001082723	MEG	91.13	4520
AT5G10200	-0.01	0.963121017	0.993509801	PEG	0.01	10978.5	-0.11	0.639734649	0.959618418	PEG	1.19	5184.5	-0.30	0.517655508	1	PEG	8.09	7742	0.847351958	7968.3	AT5G10200.1	ARM-repeat/Tetratricopeptide repeat (TPR)-like protein	0.61	0.106106744	0.16526212	MEG	27.38	8875.5
AT5G15910	-0.07	0.858613568	0.97435312	PEG	0.54	9994	-0.08	0.775796883	0.978888073	PEG	0.68	6178.5	0.07	0.950521834	1	MEG	0.53	7742	0.73178516	7971.5	AT5G15910.1	NAD(P)-binding Rossmann-fold superfamily protein	1.69	1.60E-07	8.39E-07	MEG	73.99	2637
AT5G42440	0.10	0.850453633	0.973156818	MEG	1.04	9915.5	0.10	0.788411919	0.979941507	MEG	1.02	6257.5	-0.26	0.706642296	1	PEG	6.33	7742	0.616842139	7971.7	AT5G42440.1	Protein kinase superfamily protein	3.66	1.23E-05	4.93E-05	MEG	93.05	3455
AT3G51040	0.06	0.803080083	0.96034726	MEG	0.41	9483.5	0.07	0.850105473	0.989801706	MEG	0.44	6693	-0.12	0.826450566	1	PEG	1.39	7742	0.595745985	7972.8	AT3G51040.1	RTE1-homolog	1.39	0.024719528	0.047753556	MEG	65.93	7157
AT1G19320	-0.03	0.839376494	0.971464728	PEG	0.11	9818	-0.19	0.793405595	0.980171397	PEG	3.57	6359	-0.32	0.659709193	1	PEG	9.35	7742	0.821339594	7973.0	AT1G19320.1	Pathogenesis-related thaumatin superfamily protein	NA	NA	NA	NA	NA	6913
AT2G01320	0.07	0.842761294	0.971464728	MEG	0.54	9818	-0.13	0.792804096	0.980171397	PEG	1.63	6359	-0.02	0.953652205	1	PEG	0.06	7742	0.672100292	7973.0	AT2G01320.1	ABC-2 type transporter family protein	-0.17	0.474580833	0.555310985	PEG	2.84	11816
AT3G19760	-0.01	0.970157969	0.994242418	PEG	0.01	11067	0.11	0.62871448	0.958683819	MEG	1.16	5110	-0.32	0.500424777	1	PEG	9.47	7742	0.647220015	7973.0	NA	NA	NA	NA	NA	NA	NA	6913
AT4G23840	-0.06	0.916514889	0.984731385	PEG	0.35	10555	0.18	0.698601534	0.967378833	MEG	3.25	5623.5	-0.90	0.691551038	1	PEG	44.55	7742	0.652577685	7973.5	AT4G23840.1	Leucine-rich repeat (LRR) family protein	5.43	0.006002257	0.013858919	MEG	96.73	5988
AT2G34590	0.03	0.91138002	0.983232184	MEG	0.07	10509	0.15	0.706161849	0.968987559	MEG	2.25	5676	-0.11	0.746834783	1	PEG	1.15	7742	0.597504454	7975.7	NA	NA	0.86	0.347875367	0.429363045	MEG	42.72	11202
AT4G25630	-0.07	0.812332448	0.964371814	PEG	0.53	9564.5	-0.07	0.837967654	0.98631748	PEG	0.46	6621	0.31	0.478995378	1	MEG	8.53	7742	0.545521608	7975.8	AT4G25630.1	fibrillarin 2	-2.57	1.20E-24	2.20E-23	PEG	86.85	753
AT3G48120	-0.16	0.697428273	0.933096274	PEG	2.38	8495	0.00	0.985654537	0.99780833	MEG	0.00	7691.5	-0.44	0.374331753	1	PEG	16.38	7742	0.846949462	7976.2	AT3G48120.1		NA	NA	NA	NA	NA	6913
AT4G13010	-0.09	0.701529298	0.933096274	PEG	0.84	8495	-0.01	0.986177202	0.99780833	PEG	0.00	7691.5	-0.01	0.988256597	1	PEG	0.00	7742	0.732534643	7976.2	AT4G13010.1	Oxidoreductase, zinc-binding dehydrogenase family protein	0.26	0.097592238	0.154330354	MEG	6.26	8743
AT1G28340	0.01	0.953350545	0.992734346	MEG	0.02	10892.5	0.16	0.654615091	0.962771006	MEG	2.59	5297.5	-0.39	0.496772319	1	PEG	13.22	7742	0.637951322	7977.3	AT1G28340.1	receptor like protein 4	NA	NA	NA	NA	NA	6913
AT2G32220	0.04	0.920962672	0.985795941	MEG	0.16	10595	0.24	0.693454333	0.965084395	MEG	5.62	5596.5	0.48	0.790313406	1	MEG	18.83	7742	0.478278193	7977.8	NA	NA	-2.55	0.101030648	0.158805109	PEG	86.71	8796
AT3G49730	0.00	0.995655201	0.999295655	MEG	0.00	11283	0.16	0.603748205	0.955425707	MEG	2.43	4919	-0.08	0.925685884	1	PEG	0.67	7742	0.539533593	7981.3	AT3G49730.1	Tetratricopeptide repeat (TPR)-like superfamily protein	0.90	0.343374834	0.425365152	MEG	44.68	11161
AT5G55610	0.08	0.803626974	0.960489493	MEG	0.60	9490.5	-0.05	0.854970101	0.991278453	PEG	0.22	6720	0.06	0.903335394	1	MEG	0.40	7742	0.605529291	7984.2	AT5G55610.1		0.23	0.702546094	0.762313789	MEG	5.13	12742
AT4G16050	-0.35	0.71980659	0.937056115	PEG	11.18	8713	-0.02	0.958103429	0.997141806	PEG	0.05	7505.5	-0.46	0.835514563	1	PEG	17.77	7742	0.773204239	7986.8	AT4G16050.1	Aminotransferase-like, plant mobile domain family protein	4.93	0.022548828	0.044227564	MEG	96.05	7049
AT5G10460	-0.10	0.787814342	0.955660305	PEG	0.98	9348	0.04	0.886931042	0.991972801	MEG	0.19	6870.5	-0.27	0.85699506	1	PEG	6.56	7742	0.710911238	7986.8	AT5G10460.1	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein	NA	NA	NA	NA	NA	6913
AT5G09620	0.04	0.856284363	0.973487666	MEG	0.14	9963.5	0.06	0.787233125	0.979941507	MEG	0.31	6257.5	0.02	0.979599341	1	MEG	0.05	7742	0.54524096	7987.7	AT5G09620.1	Octicosapeptide/Phox/Bem1p family protein	0.92	0.067230904	0.113233583	MEG	45.84	8209
AT4G25100	-0.09	0.711114975	0.935416567	PEG	0.73	8621	0.01	0.973338305	0.997461465	MEG	0.01	7604	0.05	0.881207423	1	MEG	0.24	7742	0.68231974	7989.0	AT4G25100.1	Fe superoxide dismutase 1	NA	NA	NA	NA	NA	6913
AT1G62970	0.00	0.999753145	0.999910461	PEG	0.00	11338	-0.15	0.600559238	0.955139066	PEG	2.08	4890	-0.01	0.978014355	1	PEG	0.01	7742	0.751570439	7990.0	AT1G62970.1	Chaperone DnaJ-domain superfamily protein	1.15	0.000724042	0.002080341	MEG	56.91	4812
AT3G18190	0.06	0.732758632	0.941087088	MEG	0.32	8831.5	-0.01	0.945925898	0.996827551	PEG	0.02	7397	0.07	0.887580061	1	MEG	0.44	7742	0.554896407	7990.2	NA	NA	-0.19	0.196156323	0.272265368	PEG	3.38	9961
AT1G12850	-0.05	0.864249024	0.975651359	PEG	0.26	10052.5	0.09	0.775305771	0.978888073	MEG	0.85	6178.5	0.22	0.584463802	1	MEG	4.81	7742	0.48297952	7991.0	AT1G12850.1	Phosphoglycerate mutase family protein	2.34	2.00E-30	4.56E-29	MEG	84.52	605
AT2G18230	-0.02	0.926188006	0.986649868	PEG	0.03	10634.5	-0.08	0.693200072	0.965084395	PEG	0.57	5596.5	-0.04	0.895275201	1	PEG	0.19	7742	0.772697991	7991.0	AT2G18230.1	pyrophosphorylase 2	NA	NA	NA	NA	NA	6913
AT3G55430	-0.04	0.845825641	0.971662978	PEG	0.17	9874	0.06	0.799888676	0.980171397	MEG	0.38	6359	0.06	0.89282303	1	MEG	0.37	7742	0.603289358	7991.7	AT3G55430.1	O-Glycosyl hydrolases family 17 protein	0.11	0.835478928	0.873165756	MEG	1.14	13229.5
AT4G26860	0.00	0.991571857	0.999230705	MEG	0.00	11253	-0.23	0.61691754	0.956384998	PEG	4.84	4980	-0.16	0.749185791	1	PEG	2.46	7742	0.79879296	7991.7	AT4G26860.1	Predicted pyridoxal phosphate-dependent enzyme, YBL036C type	1.44	0.112103886	0.172734684	MEG	67.53	8973
AT5G08420	0.01	0.97817365	0.995998538	MEG	0.01	11140	-0.18	0.626872955	0.958379347	PEG	3.22	5093.5	-0.11	0.834911892	1	PEG	1.26	7742	0.775155103	7991.8	AT5G08420.1	RNA-binding KH domain-containing protein	1.06	0.039218481	0.071412448	MEG	53.11	7592.5
AT4G05050	-0.14	0.789444685	0.955943388	PEG	1.90	9368	-0.16	0.886550636	0.991972801	PEG	2.64	6870.5	0.06	0.914483161	1	MEG	0.35	7742	0.711732702	7993.5	AT4G05050.1	ubiquitin 11	NA	NA	NA	NA	NA	6913
AT1G20930	-0.04	0.86111825	0.974495873	PEG	0.15	10017.5	-0.10	0.782068943	0.97986128	PEG	0.93	6222	-0.21	0.552036491	1	PEG	4.38	7742	0.837810826	7993.8	AT1G20930.1	"cyclin-dependent kinase B2;2"	-1.35	2.79E-05	0.000104986	PEG	64.61	3675
AT3G45980	-0.13	0.761778488	0.950534739	PEG	1.72	9090	0.03	0.919714639	0.994808813	MEG	0.08	7159	0.14	0.83497678	1	MEG	2.00	7742	0.641588773	7997.0	AT3G45980.1	Histone superfamily protein	0.66	0.001425036	0.003854931	MEG	30.12	5111
AT2G25250	0.01	0.947909685	0.991540076	MEG	0.01	10840.5	0.15	0.659356214	0.96288166	MEG	2.27	5410	0.05	0.898983238	1	MEG	0.26	7742	0.50448351	7997.5	AT2G25250.1		2.17	1.95E-20	2.82E-19	MEG	82.52	959
AT5G24450	0.02	0.932470836	0.988413858	MEG	0.06	10691.5	0.22	0.687881932	0.964607326	MEG	4.77	5559	0.03	0.950322321	1	MEG	0.09	7742	0.524862234	7997.5	AT5G24450.1	Transcription factor IIIC, subunit 5	NA	NA	NA	NA	NA	6913
AT4G16690	0.03	0.873546922	0.976618357	MEG	0.12	10146	-0.07	0.767631849	0.97815624	PEG	0.54	6107	-0.25	0.46301797	1	PEG	6.00	7742	0.789573417	7998.3	AT4G16690.1	methyl esterase 16	5.60	0.003405729	0.008380069	MEG	96.91	5619
AT2G34900	0.11	0.826847344	0.967527968	MEG	1.29	9676	0.08	0.831545371	0.985891852	MEG	0.59	6579.5	-0.68	0.290355005	1	PEG	31.48	7742	0.69892345	7999.2	NA	NA	-0.66	0.098204009	0.155094504	PEG	30.42	8754.5
AT3G13470	0.07	0.742970561	0.94404784	MEG	0.52	8927	0.01	0.939213348	0.99534376	MEG	0.02	7328.5	0.11	0.799932002	1	MEG	1.17	7742	0.502859404	7999.2	NA	NA	-1.01	7.87E-05	0.000271349	PEG	50.27	4010
AT2G15630	-0.19	0.791929944	0.956437538	PEG	3.47	9391	0.06	0.883078517	0.991972801	MEG	0.37	6870.5	-0.79	0.500190573	1	PEG	38.66	7742	0.780921117	8001.2	AT2G15630.1	Pentatricopeptide repeat (PPR) superfamily protein	-0.84	0.357240483	0.438962578	PEG	41.53	11252
AT2G48060	0.25	0.774691257	0.953682496	MEG	5.77	9195.5	-0.10	0.900888226	0.992607616	PEG	0.91	7072	0.64	0.646459989	1	MEG	28.96	7742	0.499405018	8003.2	NA	NA	1.08	0.018758175	0.037767662	MEG	53.97	6867
AT1G71490	0.05	0.926388456	0.986649868	MEG	0.22	10634.5	-0.22	0.700183484	0.96820403	PEG	4.67	5635	1.03	0.398291111	1	MEG	51.52	7742	0.466063254	8003.8	AT1G71490.1	Tetratricopeptide repeat (TPR)-like superfamily protein	0.64	0.287434898	0.370197941	MEG	29.01	10735
AT5G18110	-0.04	0.879734604	0.97766693	PEG	0.14	10200	0.06	0.761703966	0.977791977	MEG	0.39	6069.5	0.17	0.712187838	1	MEG	2.78	7742	0.524095959	8003.8	AT5G18110.1	novel cap-binding protein	-0.29	0.18016319	0.25417717	PEG	7.96	9800
AT5G50110	-0.10	0.793348365	0.957029726	PEG	1.05	9402.5	-0.04	0.887239591	0.991972801	PEG	0.14	6870.5	0.06	0.929043856	1	MEG	0.33	7742	0.714951116	8005.0	AT5G50110.1	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	0.34	0.385184392	0.467359316	MEG	10.42	11395
AT4G12560	0.08	0.86000029	0.974495873	MEG	0.56	10017.5	0.07	0.783930608	0.979941507	MEG	0.55	6257.5	0.50	0.495288364	1	MEG	20.28	7742	0.384868996	8005.7	AT4G12560.1	F-box and associated interaction domains-containing protein	3.29	0.207605126	0.285197412	MEG	91.53	10064
AT2G24760	0.09	0.793740957	0.957162194	MEG	0.76	9407	0.08	0.860074363	0.991972801	MEG	0.62	6870.5	0.51	0.405018741	1	MEG	20.40	7742	0.346540329	8006.5	AT2G24760.1	transposable element gene	2.64	1.01E-08	6.07E-08	MEG	87.46	2309
AT5G01350	-0.04	0.840625897	0.971464728	PEG	0.18	9818	-0.05	0.815883219	0.983654965	PEG	0.21	6461	0.09	0.81375277	1	MEG	0.74	7742	0.685157784	8007.0	AT5G01350.1		0.60	0.00068831	0.001986759	MEG	26.35	4790
AT5G49990	0.06	0.795032471	0.958037506	MEG	0.41	9414	-0.06	0.884115779	0.991972801	PEG	0.35	6870.5	-0.29	0.644995731	1	PEG	7.99	7742	0.704972286	8008.8	AT5G49990.1	Xanthine/uracil permease family protein	NA	NA	NA	NA	NA	6913
AT3G54230	-0.04	0.853208306	0.97343223	PEG	0.17	9934.5	-0.05	0.801479837	0.980171397	PEG	0.20	6359	-0.16	0.670377426	1	PEG	2.37	7742	0.814724645	8011.8	AT3G54230.1	suppressor of abi3-5	1.11	0.000176612	0.000569592	MEG	55.06	4287
AT3G18230	-0.02	0.952688862	0.992353426	PEG	0.05	10884.5	-0.08	0.679450579	0.96288166	PEG	0.60	5410	-0.06	0.921003591	1	PEG	0.38	7742	0.762720369	8012.2	NA	NA	0.38	0.213492841	0.291280336	MEG	12.69	10134.5
AT5G39380	0.02	0.952647412	0.992353426	MEG	0.04	10884.5	-0.08	0.661259201	0.96288166	PEG	0.61	5410	0.04	0.936307885	1	MEG	0.13	7742	0.703171361	8012.2	AT5G39380.1	Plant calmodulin-binding protein-related	0.57	0.03568686	0.065778767	MEG	24.50	7501
AT3G03970	-0.06	0.76667162	0.95182663	PEG	0.32	9138.5	-0.03	0.917578053	0.994808813	PEG	0.11	7159	0.14	0.752506931	1	MEG	1.97	7742	0.656420864	8013.2	NA	NA	-0.51	0.027932305	0.053245835	PEG	20.55	7253
AT4G17060	0.01	0.95370228	0.992806718	MEG	0.02	10895.5	-0.12	0.678836604	0.96288166	PEG	1.47	5410	-0.01	0.971231915	1	PEG	0.02	7742	0.725267579	8015.8	AT4G17060.1	FRIGIDA interacting protein 2	0.39	0.232006703	0.31136912	MEG	13.14	10302
AT5G19090	-0.04	0.875780808	0.976969321	PEG	0.13	10164	-0.06	0.770565017	0.978493786	PEG	0.30	6142	0.06	0.877940843	1	MEG	0.31	7742	0.707505461	8016.0	AT5G19090.1	Heavy metal transport/detoxification superfamily protein 	3.46	3.13E-21	4.75E-20	MEG	92.29	911
AT5G57060	-0.04	0.879601186	0.97766693	PEG	0.17	10200	0.17	0.767433534	0.97815624	MEG	2.78	6107	0.31	0.493184617	1	MEG	8.93	7742	0.437375923	8016.3	AT5G57060.1		1.10	0.079837843	0.130879538	MEG	54.93	8434
AT3G21865	0.07	0.712206397	0.935436303	MEG	0.54	8632	0.00	0.9832946	0.997790214	MEG	0.00	7678	-0.05	0.90581259	1	PEG	0.21	7742	0.583967105	8017.3	NA	NA	NA	NA	NA	NA	NA	6913
AT1G79150	0.04	0.925707779	0.986649868	MEG	0.17	10634.5	0.17	0.706120912	0.968987559	MEG	2.77	5676	-0.43	0.672373524	1	PEG	15.46	7742	0.617030938	8017.5	AT1G79150.1	binding	-1.20	0.002119285	0.005485068	PEG	59.18	5342
AT3G10390	-0.09	0.777076961	0.954357452	PEG	0.78	9269.5	-0.03	0.898668084	0.992565634	PEG	0.11	7044	0.02	0.963026818	1	MEG	0.04	7742	0.725433723	8018.5	NA	NA	-0.41	0.404046192	0.486191701	PEG	14.53	11489.5
AT3G29810	0.06	0.78009065	0.954357452	MEG	0.40	9269.5	0.05	0.895236961	0.992565634	MEG	0.26	7044	0.12	0.868138316	1	MEG	1.42	7742	0.523497849	8018.5	AT3G29810.1	COBRA-like protein 2 precursor	7.86	4.05E-84	3.92E-82	MEG	98.41	143
AT2G24060	-0.02	0.956246802	0.992857678	PEG	0.04	10912	0.15	0.676684316	0.96288166	MEG	2.21	5410	-0.38	0.469878172	1	PEG	12.69	7742	0.67618338	8021.3	AT2G24060.1	Translation initiation factor 3 protein	-0.80	0.000862731	0.002437392	PEG	38.91	4893.5
AT3G10820	-0.05	0.909767679	0.983229107	PEG	0.20	10497	-0.09	0.724286287	0.970703423	PEG	0.80	5825	0.91	0.134075888	1	MEG	45.10	7742	0.27560075	8021.3	NA	NA	0.83	0.359939086	0.441925034	MEG	40.78	11261
AT5G49510	-0.03	0.955496203	0.992857678	PEG	0.06	10912	-0.19	0.665057764	0.96288166	PEG	3.46	5410	0.92	0.355030706	1	MEG	45.74	7742	0.473620653	8021.3	AT5G49510.1	prefoldin 3	-0.15	0.577663132	0.652602231	PEG	2.34	12239
AT5G62520	-0.01	0.954506004	0.992857678	PEG	0.02	10912	-0.08	0.66435367	0.96288166	PEG	0.71	5410	-0.15	0.757557146	1	PEG	2.23	7742	0.80167032	8021.3	AT5G62520.1	similar to RCD one 5	NA	NA	NA	NA	NA	6913
AT2G02960	0.09	0.707761133	0.934547097	MEG	0.87	8579.5	0.00	0.992830945	0.998924169	PEG	0.00	7744	0.11	0.765211319	1	MEG	1.09	7742	0.497170843	8021.8	AT2G02960.1	RING/FYVE/PHD zinc finger superfamily protein	1.02	0.003478191	0.008543164	MEG	51.02	5629
AT2G28480	0.05	0.911039589	0.983232184	MEG	0.24	10509	-0.12	0.724337006	0.970703423	PEG	1.48	5825	0.01	0.993842853	1	MEG	0.00	7742	0.694177022	8025.3	AT2G28480.1	RNA-binding CRS1 / YhbY (CRM) domain protein	0.18	0.775959403	0.822827403	MEG	3.24	13038.5
AT3G08510	-0.01	0.987492095	0.997961763	PEG	0.00	11224	-0.10	0.630125483	0.958683819	PEG	1.02	5110	0.16	0.800872388	1	MEG	2.45	7742	0.683619888	8025.3	NA	NA	NA	NA	NA	NA	NA	6913
AT5G19070	0.05	0.801296407	0.959872988	MEG	0.22	9471	0.05	0.891200428	0.991972801	MEG	0.22	6870.5	-0.05	0.884495356	1	PEG	0.28	7742	0.594224472	8027.8	AT5G19070.1	SNARE associated Golgi protein family	5.06	0.015490398	0.031870571	MEG	96.24	6720
AT3G04680	0.06	0.928710542	0.987473161	MEG	0.42	10666	-0.20	0.70666174	0.968987559	PEG	4.00	5676	-0.07	0.907135692	1	PEG	0.53	7742	0.728646456	8028.0	NA	NA	-1.11	0.016457526	0.033665003	PEG	55.12	6759
AT1G22770	-0.05	0.864192355	0.975651359	PEG	0.27	10052.5	-0.09	0.792478506	0.980007276	PEG	0.75	6294	0.21	0.681662853	1	MEG	4.41	7742	0.637024789	8029.5	AT1G22770.1	gigantea protein (GI)	0.78	0.03572557	0.065832565	MEG	37.54	7503
AT1G75220	0.08	0.802371319	0.960255103	MEG	0.56	9478	0.08	0.86343036	0.991972801	MEG	0.65	6870.5	-0.12	0.774294815	1	PEG	1.42	7742	0.611220607	8030.2	AT1G75220.1	Major facilitator superfamily protein	-0.60	0.065698457	0.111017705	PEG	26.20	8182
AT5G39410	0.07	0.73472398	0.941585595	MEG	0.50	8846	-0.02	0.960434772	0.997141806	PEG	0.02	7505.5	-0.07	0.856598321	1	PEG	0.49	7742	0.618723423	8031.2	AT5G39410.1	Saccharopine dehydrogenase 	0.76	0.20786977	0.285431269	MEG	36.59	10069
AT2G38620	-0.23	0.802786085	0.96034726	PEG	4.87	9483.5	0.14	0.886027455	0.991972801	MEG	2.04	6870.5	-1.15	0.49484725	1	PEG	57.07	7742	0.780367479	8032.0	NA	NA	-2.70	3.72E-14	3.60E-13	PEG	87.97	1426
AT3G26290	-0.41	0.774877317	0.953682496	PEG	14.51	9195.5	-0.09	0.912591991	0.994808813	PEG	0.83	7159	0.60	0.842161378	1	MEG	26.24	7742	0.686314702	8032.2	NA	NA	9.28	4.05E-22	6.53E-21	MEG	98.85	857
AT2G01100	0.03	0.877347422	0.977467065	MEG	0.10	10182.5	-0.06	0.775191617	0.978888073	PEG	0.37	6178.5	0.10	0.766143667	1	MEG	0.90	7742	0.602972992	8034.3	AT2G01100.1		4.43	0.056660796	0.097899546	MEG	95.15	8002
AT5G19820	0.02	0.971458496	0.994876645	MEG	0.02	11075.5	-0.20	0.652607912	0.962439263	PEG	3.84	5285.5	-0.72	0.095593187	1	PEG	34.32	7742	0.886763407	8034.3	AT5G19820.1	ARM repeat superfamily protein	-0.37	0.169186663	0.241276411	PEG	12.14	9694.5
AT3G32930	0.07	0.756427738	0.949222444	MEG	0.53	9036	0.04	0.939111015	0.99534376	MEG	0.17	7328.5	0.14	0.705447994	1	MEG	2.01	7742	0.476555208	8035.5	AT3G32930.1		NA	NA	NA	NA	NA	6913
AT1G75200	-0.03	0.932429459	0.988413858	PEG	0.07	10691.5	0.09	0.707886714	0.968987559	MEG	0.79	5676	-0.08	0.889077846	1	PEG	0.62	7742	0.608182534	8036.5	AT1G75200.1	flavodoxin family protein / radical SAM domain-containing protein	-0.63	0.147882247	0.216545218	PEG	28.58	9442
AT1G21150	0.09	0.872565525	0.976493674	MEG	0.80	10112.5	-0.20	0.786492222	0.979941507	PEG	3.81	6257.5	0.02	0.981527977	1	MEG	0.03	7742	0.665610582	8037.3	AT1G21150.1	Mitochondrial transcription termination factor family protein	1.12	0.074292051	0.123234781	MEG	55.76	8335
AT5G39500	0.00	0.994899939	0.999295655	MEG	0.00	11283	0.11	0.625620115	0.958146917	MEG	1.30	5087	0.16	0.744840315	1	MEG	2.39	7742	0.458055132	8037.3	AT5G39500.1	GNOM-like 1	0.60	0.09014038	0.144730667	MEG	26.56	8611.5
AT1G27970	0.11	0.805813146	0.961837158	MEG	1.09	9500	-0.09	0.87857837	0.991972801	PEG	0.85	6870.5	0.11	0.864357145	1	MEG	1.12	7742	0.589019387	8037.5	AT1G27970.1	nuclear transport factor 2B	-0.05	0.83812764	0.87534899	PEG	0.20	13239
AT3G48440	-0.05	0.883167699	0.978527572	PEG	0.26	10232.5	-0.15	0.771412733	0.978493786	PEG	2.13	6142	0.18	0.728381408	1	MEG	3.11	7742	0.655031203	8038.8	AT3G48440.1	Zinc finger C-x8-C-x5-C-x3-H type family protein	NA	NA	NA	NA	NA	6913
AT3G22990	-0.09	0.737236941	0.942184903	PEG	0.76	8876.5	0.01	0.971453228	0.997141806	MEG	0.02	7505.5	0.02	0.945239371	1	MEG	0.06	7742	0.695231995	8041.3	NA	NA	-0.33	0.541366381	0.619254702	PEG	9.70	12087
AT3G09880	-0.16	0.762442163	0.950540492	PEG	2.38	9096	-0.06	0.931949723	0.995237249	PEG	0.32	7292	0.40	0.635560162	1	MEG	13.73	7742	0.608348261	8043.3	NA	NA	1.42	0.004414634	0.01052902	MEG	66.92	5797
AT4G21450	-0.01	0.96186393	0.993509801	PEG	0.02	10978.5	-0.14	0.669787825	0.96288166	PEG	1.92	5410	0.42	0.407043403	1	MEG	14.90	7742	0.504584622	8043.5	AT4G21450.1	PapD-like superfamily protein	1.87	4.73E-23	7.99E-22	MEG	77.69	818
AT4G36480	0.07	0.759575357	0.949874965	MEG	0.55	9061	0.02	0.937669467	0.99534376	MEG	0.06	7328.5	-0.08	0.829432448	1	PEG	0.58	7742	0.606324748	8043.8	AT4G36480.1	long-chain base1	0.38	0.148777667	0.217648928	MEG	12.42	9451
AT5G60790	0.07	0.754937662	0.948732318	MEG	0.44	9024	-0.02	0.942271935	0.995869599	PEG	0.04	7369.5	0.01	0.977843244	1	MEG	0.02	7742	0.588932906	8045.2	AT5G60790.1	ABC transporter family protein	0.40	0.036215263	0.066592928	MEG	13.55	7519
AT3G53402	0.05	0.845224843	0.971464728	MEG	0.29	9818	-0.12	0.832784187	0.985891852	PEG	1.41	6579.5	0.24	0.573457457	1	MEG	5.47	7742	0.506188086	8046.5	AT3G53402.1	conserved peptide upstream open reading frame 46	1.43	3.12E-05	0.000116302	MEG	67.05	3714.5
AT4G18070	0.00	0.987183993	0.99784163	MEG	0.00	11219.5	0.14	0.639385046	0.959618418	MEG	1.86	5184.5	0.26	0.646635802	1	MEG	6.53	7742	0.428687711	8048.7	AT4G18070.1		NA	NA	NA	NA	NA	6913
AT4G16210	0.06	0.810292552	0.963984232	MEG	0.37	9539	0.04	0.8770586	0.991972801	MEG	0.14	6870.5	0.37	0.514976353	1	MEG	12.16	7742	0.404502	8050.5	AT4G16210.1	enoyl-CoA hydratase/isomerase A	0.49	0.1263995	0.190661083	MEG	19.35	9165.5
AT5G06260	0.07	0.810139378	0.963984232	MEG	0.48	9539	0.06	0.884281163	0.991972801	MEG	0.38	6870.5	0.02	0.968226017	1	MEG	0.04	7742	0.557929521	8050.5	AT5G06260.1	TLD-domain containing nucleolar protein	NA	NA	NA	NA	NA	6913
AT4G38370	0.00	0.996853635	0.999585465	PEG	0.00	11312	-0.17	0.62931597	0.958683819	PEG	2.78	5110	-0.22	0.5412847	1	PEG	4.64	7742	0.837486774	8054.7	AT4G38370.1	Phosphoglycerate mutase family protein	NA	NA	NA	NA	NA	6913
